run,makespan,throughput,mean_flow
0,298.70167340798855,0.2008693132363126,135.94036572958606
1,286.99210253442806,0.20906498635377013,128.09746590529073
2,298.0423816523546,0.20131365098936085,134.26941504993127
3,290.45303285850787,0.20657384572475293,127.55264432916523
4,294.75710418886297,0.20355743473974267,131.4715212572499
5,299.3931487470456,0.2004053875350816,135.14156644879066
6,292.4164777444179,0.2051867954323767,130.90167883635723
7,286.5397600371008,0.20939502424456305,129.48814432541715
8,300.8870073285099,0.19941040503118734,136.40452352171292
9,288.87084212765393,0.20770528294955296,131.74011510942503
10,290.0903538818843,0.2068321100550283,131.52653168518964
11,286.0288464668911,0.20976905211183036,126.38093612715427
12,296.0150795206035,0.202692376676114,131.3084314149327
13,293.28310336621513,0.20458048660607472,131.72697481425564
14,292.9952450423461,0.20478148029784002,132.29027487922897
15,293.0288394967285,0.20475800301106495,131.1665805707656
16,290.4301620547298,0.20659011300862534,131.19388803186527
17,293.1135185147176,0.20469884945612743,130.82513119878567
18,295.52719371847894,0.20302700149197225,130.3613098601444
19,292.92510044397926,0.20483051779809752,132.65534114821588
20,300.55807087481236,0.19962864356083468,133.66590760517136
21,290.3662654167194,0.2066355742596026,130.73321971407134
22,298.9617891550898,0.20069454417425342,134.0772871101321
23,297.28044907715696,0.20182961976227182,135.68289103838148
24,298.41464705364024,0.20106251684494214,133.58698204113995
25,297.9674082622213,0.20136430474032915,133.51796034279076
26,302.2833682199574,0.19848925315778806,137.05824243674988
27,293.78902229051334,0.2042281891005069,129.8938243096359
28,298.4076871003765,0.20106720635456546,135.11162830255586
29,289.6625618740245,0.20713757280823283,130.33677911078018
30,292.28457961915564,0.205279389279378,129.3487481288829
31,307.5624817871458,0.1950823118976003,139.32197902189517
32,295.07037291442936,0.20334132297789195,131.80499022566585
33,292.4277977193343,0.20517885258496069,135.07504048995764
34,288.01221976738907,0.20832449417756843,129.71751874109228
35,293.4832178550875,0.20444099134017965,131.64583677132435
36,299.247925021553,0.20050264340405557,134.55941656967937
37,300.54181648884054,0.19963944019825897,134.5627652825487
38,292.95621583148926,0.20480876239373763,130.62449803684362
39,291.36357333974894,0.20592828167313862,129.30149944053957
40,301.0875246086765,0.19927760234497263,136.98355868816694
41,296.024099362661,0.2026862006477845,129.98842601652854
42,294.5449813271852,0.20370403097566633,132.37024370949044
43,290.907648810088,0.20625102243072868,128.715124021128
44,294.9774526996421,0.2034053770919719,130.4641255403077
45,295.79165486985295,0.2028454792830438,131.00696680417516
46,290.91847729880305,0.2062433454110715,129.65441437545053
47,303.99042365453806,0.19737463857804094,136.5705888968611
48,287.83847138493184,0.2084502454147655,127.92521129900067
49,290.9194050955338,0.2062426876622302,133.19049233482554
