run,makespan,throughput,mean_flow
0,332.5,0.18045112781954886,37.5
1,332.5,0.18045112781954886,37.5
2,332.5,0.18045112781954886,37.5
3,332.5,0.18045112781954886,37.5
4,332.5,0.18045112781954886,37.5
5,332.5,0.18045112781954886,37.5
6,332.5,0.18045112781954886,37.5
7,332.5,0.18045112781954886,37.5
8,332.5,0.18045112781954886,37.5
9,332.5,0.18045112781954886,37.5
10,332.5,0.18045112781954886,37.5
11,332.5,0.18045112781954886,37.5
12,332.5,0.18045112781954886,37.5
13,332.5,0.18045112781954886,37.5
14,332.5,0.18045112781954886,37.5
15,332.5,0.18045112781954886,37.5
16,332.5,0.18045112781954886,37.5
17,332.5,0.18045112781954886,37.5
18,332.5,0.18045112781954886,37.5
19,332.5,0.18045112781954886,37.5
20,332.5,0.18045112781954886,37.5
21,332.5,0.18045112781954886,37.5
22,332.5,0.18045112781954886,37.5
23,332.5,0.18045112781954886,37.5
24,332.5,0.18045112781954886,37.5
25,332.5,0.18045112781954886,37.5
26,332.5,0.18045112781954886,37.5
27,332.5,0.18045112781954886,37.5
28,332.5,0.18045112781954886,37.5
29,332.5,0.18045112781954886,37.5
30,332.5,0.18045112781954886,37.5
31,332.5,0.18045112781954886,37.5
32,332.5,0.18045112781954886,37.5
33,332.5,0.18045112781954886,37.5
34,332.5,0.18045112781954886,37.5
35,332.5,0.18045112781954886,37.5
36,332.5,0.18045112781954886,37.5
37,332.5,0.18045112781954886,37.5
38,332.5,0.18045112781954886,37.5
39,332.5,0.18045112781954886,37.5
40,332.5,0.18045112781954886,37.5
41,332.5,0.18045112781954886,37.5
42,332.5,0.18045112781954886,37.5
43,332.5,0.18045112781954886,37.5
44,332.5,0.18045112781954886,37.5
45,332.5,0.18045112781954886,37.5
46,332.5,0.18045112781954886,37.5
47,332.5,0.18045112781954886,37.5
48,332.5,0.18045112781954886,37.5
49,332.5,0.18045112781954886,37.5
