run,makespan,throughput,mean_flow
0,334.0987169657695,0.17958763968000324,163.06038401625227
1,287.0281124700444,0.20903875750589374,139.11217483061492
2,325.04702323181164,0.18458867705799661,159.35949565857814
3,306.8361930149637,0.1955440765003688,140.45297711024358
4,308.79727079082863,0.19430223539975022,145.77519715341907
5,333.644125625148,0.1798323284954536,160.39223805481564
6,300.20492626621274,0.19986347574720942,146.92930904152098
7,289.53765695753583,0.20722693079194088,145.7530931364618
8,326.50275340012206,0.18376567846725414,160.49197991714388
9,299.45180667309245,0.20036613125363842,146.96065784926068
10,300.695681692294,0.1995372852124921,148.9563193281291
11,294.90838435350844,0.20345301518480274,142.01799861489465
12,322.19269459448157,0.18622396164356628,151.67490489481534
13,311.3907718657082,0.1926839374221272,148.49241613786154
14,317.0122465156944,0.1892671360790144,150.4256312472832
15,306.2279146231857,0.1959324971200949,145.86763421091266
16,298.3604536655181,0.20109903729823386,145.24317060875606
17,301.5442845190894,0.19897574943491153,142.64556906326234
18,313.05561750977006,0.19165923447493313,143.4239063192863
19,307.5505573459295,0.19508987568672376,148.75927860068558
20,340.88506746441067,0.1760124033777577,159.9895599926821
21,303.71326722637974,0.19755475468010295,148.12881474498903
22,331.48965582916566,0.18100112309664712,159.818148769878
23,322.4600206751367,0.1860695780964648,163.00020943023705
24,342.7059984969676,0.1750771806246365,158.0653995139252
25,327.5240272868474,0.1831926668007525,150.18261313855427
26,329.61930374376925,0.18202817407393473,165.3329125119917
27,310.51290192621934,0.19322868591868217,139.45004378179752
28,335.49467529489726,0.17884039425442583,167.60365299785295
29,286.7377585955175,0.2092504324993282,139.5734012350501
30,305.9442569238016,0.19611415688362988,142.0212070406262
31,352.56747079764926,0.17018019235936854,171.20377723295653
32,323.2688374536527,0.1856040330785124,153.73076044065374
33,315.2294717973087,0.1903375330292079,164.17117681096414
34,303.78069582949456,0.19751090449037842,153.03120103941103
35,304.515463984129,0.19703432861829026,142.43668656592152
36,321.89922085428793,0.18639374099995046,150.19255147800794
37,337.4696650867275,0.1777937580984661,164.30200262815634
38,300.74979513419794,0.19950138277975327,148.66819528581559
39,305.3794671923239,0.19647686385611776,141.40383901089209
40,333.8423999751032,0.17972552319440127,159.46447616366382
41,310.3240923189039,0.19334625149999995,142.24410781728875
42,319.3875598149871,0.1878595397853205,157.9485560637808
43,314.6601679300977,0.1906819042101608,148.53168724688783
44,321.2955313031947,0.18674396047973732,153.52426548846262
45,307.5120533129495,0.1951143031747737,145.28609261873228
46,287.56574734342126,0.20864793722579852,134.35019581018668
47,348.5171302302102,0.17215796526376617,167.50845607884582
48,285.889910341877,0.2098709951961926,136.9464306519056
49,316.64487812138134,0.18948672202112757,164.22020745048795
