run,makespan,throughput,mean_flow
0,334.12028661033713,0.17957604612608907,38.233313905499934
1,332.4878901372065,0.18045770020447974,37.84230207086272
2,333.686348776233,0.17980957333149836,38.450672450429174
3,334.28255673076046,0.1794888748811548,38.448702221704146
4,332.9844935291809,0.18018857083728415,38.07522967594699
5,333.38628308639926,0.17997141167457872,38.33173016948783
6,332.0411292484392,0.18070050579519298,37.97869010805284
7,331.1813741063411,0.18116960883414363,38.055764363989994
8,332.51749988604445,0.18044163095344554,38.71023602557201
9,333.2340583523014,0.1800536244604591,38.38412351112285
10,333.01226719293373,0.18017354287203613,38.500601353121446
11,331.9646924499992,0.18074211313613497,38.210567919193984
12,335.3257572014229,0.17893048389944977,38.41447057106293
13,332.04443279878427,0.18069870798393847,38.28941152789488
14,332.03702860192715,0.18070273744056678,37.98930397297128
15,332.44186621994106,0.1804826831296406,38.22443350584691
16,331.56636433858245,0.18095924814234285,38.05423887152774
17,334.8169938002701,0.1792023735682666,38.03663679463344
18,335.279586868824,0.17895512387240745,38.53970363259524
19,335.58943164707705,0.17878989724294733,38.40809713757097
20,333.7287755042058,0.1797867142542638,39.035586885487525
21,332.48298403263004,0.180460363030523,38.144531256576116
22,333.04469577008234,0.18015599936598614,38.61490916016271
23,332.46272271870185,0.1804713608471716,38.71825461025018
24,334.51479157785144,0.17936426582809636,38.92584052749529
25,334.55664960171714,0.1793418246847844,38.065638281354815
26,332.77038577128826,0.18030450594614436,39.11139571935635
27,333.991364685847,0.1796453631561287,38.25613286739551
28,333.2898190009836,0.18002350080733467,39.05358685241051
29,330.6221874454028,0.1814760239280919,38.06513582959298
30,333.0572106956648,0.1801492298415534,38.143738458821694
31,333.5150832639253,0.17990190852183838,39.568826479511856
32,332.32356662753074,0.18054693083878756,38.265900416090425
33,331.01218845770234,0.18126220753247874,38.896371892253775
34,334.1008517380575,0.17958649218602213,38.57769036879589
35,333.72863748092885,0.17978678861033837,37.96663334003031
36,333.05954740992786,0.18014796593160662,38.6678437413618
37,333.1485196599026,0.1800998547472205,38.820106358992554
38,334.87259529543,0.17917261920781255,37.852436314671635
39,333.57238364047976,0.17987100534277822,38.01853951148852
40,334.2665598555225,0.17949746461606375,38.55732888423638
41,334.6304350689963,0.17930228010380708,38.29070234012048
42,333.0535943942601,0.18015118590485343,38.60675117251762
43,331.712740097204,0.18087939577604947,38.50112837244826
44,333.4758974979391,0.17992304826279326,38.73988593600281
45,335.4355944767536,0.17887189370464418,38.25745515149573
46,333.06483653033246,0.18014510515443066,37.76598574646776
47,335.11578328596744,0.17904259659653107,39.065478034139126
48,333.2585447175372,0.18004039491576942,38.0099065457098
49,331.72046014705916,0.18087518621371937,38.551710406661186
