run,makespan,throughput,mean_flow
0,306.7315301484383,0.1956108000079544,143.9702224700358
1,296.1332282652185,0.20261150817652815,137.22392738879893
2,308.4400903968827,0.19452724165265128,144.64195154996875
3,300.2762288119034,0.1998160168635417,137.36528786206068
4,303.9379251704616,0.19740873063586714,140.65234223884852
5,309.29277155060305,0.19399095458712803,145.04118925234815
6,302.03021125074304,0.1986556237256295,140.5154123426824
7,295.41085784845995,0.20310695563796385,138.35924213677634
8,310.2117357713618,0.19341628017652546,145.72925196456487
9,298.18820314144995,0.2012152035791239,141.05747612322105
10,299.3111234445113,0.20046030802167392,140.74730124781664
11,294.5249362223411,0.20371789489058792,134.8770258826043
12,305.2012947420157,0.19659156443198425,140.4946466363449
13,302.98118069269333,0.19803210173920532,141.42505214073387
14,301.79859214723245,0.19880808446823037,141.08328701504988
15,302.7468486658887,0.1981853824883772,140.88458973992584
16,299.51543500310345,0.20032356596039302,140.25807106152533
17,301.2999140508583,0.1991371294910898,139.01152673492638
18,304.6295844786548,0.19696051551488153,139.4637006203203
19,302.1940175294345,0.19854794112248048,141.92425823367117
20,309.0474848831301,0.1941449224952913,142.16096105681643
21,300.155046538246,0.19989668903452787,140.52200083559788
22,309.53386016402135,0.19383985961408592,144.6493581190637
23,307.14197653786186,0.1953493972928305,145.52668785435628
24,308.19846566855506,0.19467974919941886,143.37080065605477
25,306.94362821209756,0.19547563293459244,142.49418029266707
26,312.05483563355597,0.1922738991632151,146.8297098503485
27,302.68582141032454,0.19822534045512255,138.790623429447
28,308.59982353598696,0.19442655317333057,145.30376473816628
29,297.50470404265684,0.20167748336307675,138.17892127941252
30,300.9657260091151,0.1993582485142605,138.02989451884235
31,317.5459347296897,0.18894904150190073,149.305431964439
32,304.62828004905646,0.19696135890711713,141.36289736029298
33,301.1958794840445,0.1992059124539864,143.84312225466786
34,299.0238938650864,0.2006528616307525,140.72919283878957
35,301.2392030165328,0.19917726311574074,139.4018219327697
36,307.45855382632726,0.19514825414124576,142.77004537445362
37,309.8177347177704,0.1936622513061017,143.83868351147854
38,302.488599105419,0.19835458320559599,140.1568813107734
39,300.3390388666332,0.19977422923912083,138.27696496742385
40,309.79416374321437,0.1936769862770348,145.6901978227047
41,305.91535842824453,0.1961326829364587,139.86070786201478
42,303.6728486819868,0.19758104901513068,141.4889142656991
43,299.76957220388323,0.2001537366147089,137.5770474149232
44,304.1299977499851,0.1972840576197418,139.61667059065073
45,305.12193824098085,0.19664269421562494,140.324238838838
46,299.58804052998084,0.20027501729994987,138.32397760662832
47,312.69319761258447,0.19188137272604766,145.27336285490756
48,296.5771419798266,0.20230824128745986,136.6638818938954
49,300.94700417846593,0.1993706505362623,143.2134807834308
