run,process,baseline,improved,delta,gain_percent
0,N01,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N02,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N03,323.5,323.5,0.0,0.0
0,N04,323.5,323.5,0.0,0.0
0,N05,323.5,323.5,0.0,0.0
0,N06,323.5,323.05,0.44999999999998863,0.13910355486862092
0,N07,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N08,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N09,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N10,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N11,323.5,323.2,0.30000000000001137,0.09273570324575313
0,N12,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N01,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N02,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N03,323.5,323.5,0.0,0.0
1,N04,323.5,323.5,0.0,0.0
1,N05,323.5,323.5,0.0,0.0
1,N06,323.5,323.05,0.44999999999998863,0.13910355486862092
1,N07,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N08,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N09,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N10,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N11,323.5,323.2,0.30000000000001137,0.09273570324575313
1,N12,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N01,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N02,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N03,323.5,323.5,0.0,0.0
2,N04,323.5,323.5,0.0,0.0
2,N05,323.5,323.5,0.0,0.0
2,N06,323.5,323.05,0.44999999999998863,0.13910355486862092
2,N07,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N08,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N09,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N10,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N11,323.5,323.2,0.30000000000001137,0.09273570324575313
2,N12,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N01,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N02,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N03,323.5,323.5,0.0,0.0
3,N04,323.5,323.5,0.0,0.0
3,N05,323.5,323.5,0.0,0.0
3,N06,323.5,323.05,0.44999999999998863,0.13910355486862092
3,N07,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N08,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N09,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N10,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N11,323.5,323.2,0.30000000000001137,0.09273570324575313
3,N12,323.5,323.2,0.30000000000001137,0.09273570324575313
4,N01,323.5,323.2,0.30000000000001137,0.09273570324575313
4,N02,323.5,323.2,0.30000000000001137,0.09273570324575313
