run,makespan,throughput,mean_flow
0,323.5,0.18547140649149924,28.5
1,323.5,0.18547140649149924,28.5
2,323.5,0.18547140649149924,28.5
3,323.5,0.18547140649149924,28.5
4,323.5,0.18547140649149924,28.5
5,323.5,0.18547140649149924,28.5
6,323.5,0.18547140649149924,28.5
7,323.5,0.18547140649149924,28.5
8,323.5,0.18547140649149924,28.5
9,323.5,0.18547140649149924,28.5
10,323.5,0.18547140649149924,28.5
11,323.5,0.18547140649149924,28.5
12,323.5,0.18547140649149924,28.5
13,323.5,0.18547140649149924,28.5
14,323.5,0.18547140649149924,28.5
15,323.5,0.18547140649149924,28.5
16,323.5,0.18547140649149924,28.5
17,323.5,0.18547140649149924,28.5
18,323.5,0.18547140649149924,28.5
19,323.5,0.18547140649149924,28.5
20,323.5,0.18547140649149924,28.5
21,323.5,0.18547140649149924,28.5
22,323.5,0.18547140649149924,28.5
23,323.5,0.18547140649149924,28.5
24,323.5,0.18547140649149924,28.5
25,323.5,0.18547140649149924,28.5
26,323.5,0.18547140649149924,28.5
27,323.5,0.18547140649149924,28.5
28,323.5,0.18547140649149924,28.5
29,323.5,0.18547140649149924,28.5
30,323.5,0.18547140649149924,28.5
31,323.5,0.18547140649149924,28.5
32,323.5,0.18547140649149924,28.5
33,323.5,0.18547140649149924,28.5
34,323.5,0.18547140649149924,28.5
35,323.5,0.18547140649149924,28.5
36,323.5,0.18547140649149924,28.5
37,323.5,0.18547140649149924,28.5
38,323.5,0.18547140649149924,28.5
39,323.5,0.18547140649149924,28.5
40,323.5,0.18547140649149924,28.5
41,323.5,0.18547140649149924,28.5
42,323.5,0.18547140649149924,28.5
43,323.5,0.18547140649149924,28.5
44,323.5,0.18547140649149924,28.5
45,323.5,0.18547140649149924,28.5
46,323.5,0.18547140649149924,28.5
47,323.5,0.18547140649149924,28.5
48,323.5,0.18547140649149924,28.5
49,323.5,0.18547140649149924,28.5
