run,makespan,throughput,mean_flow
0,344.7140763031317,0.17405729595804992,52.12516557728207
1,341.5443489653106,0.17567264743734343,45.57983663822866
2,339.287963644862,0.17684093286257258,46.868688103266884
3,355.98558290338235,0.16854615153413258,48.28631150340525
4,350.31980806821446,0.17127207373988046,46.67309543725462
5,348.36248736718113,0.17223438853437392,49.95079876545362
6,332.84618430652887,0.18026344548611092,45.669902948076135
7,332.2229076494323,0.18060163407910781,45.41289720889152
8,341.7509715616325,0.17556643577582162,55.495482879530215
9,346.38319226956577,0.17321856642889938,47.98545926780443
10,340.75107861423555,0.17608161430921257,49.743286277576736
11,339.5870605421265,0.17668517729802274,47.93291601248157
12,353.13842733633334,0.16990504390182173,50.032845813853804
13,337.0676577082644,0.17800580574221284,46.91875755209158
14,342.6818417350515,0.1750895223867441,46.843621108686925
15,345.45493094994225,0.17368401671097938,47.55669069494899
16,339.1370458747915,0.17691962800829444,46.051588101212566
17,341.52661053969035,0.1756817716346795,46.982763410888765
18,354.8782841621348,0.16907205280723106,51.141710913133274
19,343.60161410943505,0.1746208327790054,45.939453462169936
20,358.04185646427356,0.1675781725424803,52.57864280927268
21,343.08214502163895,0.17488523046343804,46.81562895510114
22,346.63555726512595,0.17309245616169924,51.604801408207315
23,333.8857933209304,0.17970216523207416,51.14056074995442
24,367.1152062423463,0.1634364335221565,56.256577047485194
25,349.24302118435395,0.17180014019042622,47.21444179470761
26,342.9049907597309,0.17497558104087563,56.71801064432416
27,353.98497719457754,0.1694987184922804,46.172843852147146
28,348.07445395396394,0.17237691338283492,55.176679524314494
29,334.073497125176,0.1796011970908253,46.069686102492675
30,341.6575222257199,0.17561445628104838,46.316187850671646
31,360.65328095057424,0.1663647696254362,59.9727539435377
32,346.47734717370304,0.17317149444093263,49.57181826746466
33,342.96053296515043,0.17494724387455052,54.22254805416841
34,342.93224161635055,0.17496167673590735,51.30767852482183
35,343.37028576707337,0.17473847472259507,45.93313246789012
36,349.5061453869582,0.17167080119169456,47.882874043785854
37,350.5393794408583,0.17116479208614271,55.906770066495724
38,341.0942669481391,0.17590445168379967,47.314381573725875
39,344.81519213167593,0.1740062542751526,46.8270535953869
40,357.58589608182535,0.16779185269172464,52.121384582947684
41,353.26208348462626,0.16984557020145402,47.76305054247554
42,344.90088078158334,0.1739630234171435,53.867007634452335
43,349.4128093886193,0.1717166583130832,49.62769060671032
44,355.7921552822646,0.16863778222541057,55.60590061766088
45,349.7383214522426,0.17155683641088532,46.65940429281734
46,340.46530784405496,0.17622940904006026,43.16514465273843
47,363.86861861388127,0.16489468157095713,61.71323851343407
48,339.5980793499127,0.1766794444622804,43.930759152788866
49,331.2610824380593,0.1811260156442285,51.153183346051705
