process,name,queue_mean_mean,queue_mean_ci_low,queue_mean_ci_high,sync_mean_mean,sync_mean_ci_low,sync_mean_ci_high,utilization_mean,utilization_ci_low,utilization_ci_high,delta_mean,delta_ci_low,delta_ci_high,gain_percent_mean,gain_percent_ci_low,gain_percent_ci_high
N06,Process 06,44.24999999999999,44.24999999999999,44.24999999999999,0.0,0.0,0.0,0.8910891089108911,0.8910891089108911,0.8910891089108911,26.99999999999972,26.99999999999972,26.99999999999972,8.910891089108818,8.910891089108818,8.910891089108818
N01,Process 01,59.00000000000001,59.00000000000001,59.00000000000001,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N02,Process 02,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N03,Process 03,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N04,Process 04,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N05,Process 05,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N07,Process 07,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N08,Process 08,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N09,Process 09,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N10,Process 10,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N11,Process 11,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
N12,Process 12,0.0,0.0,0.0,0.0,0.0,0.0,0.5940594059405941,0.5940594059405941,0.5940594059405941,0.30000000000001137,0.30000000000001137,0.30000000000001137,0.09900990099010276,0.09900990099010276,0.09900990099010276
