run,process,baseline,improved,delta,gain_percent
0,N01,333.1772952779804,332.9475608704949,0.2297344074855232,0.06895259993447286
0,N02,333.1772952779804,332.82481440406303,0.35248087391738636,0.10579378574500413
0,N03,333.1772952779804,333.1772952779804,0.0,0.0
0,N04,333.1772952779804,333.1772952779804,0.0,0.0
0,N05,333.1772952779804,333.1772952779804,0.0,0.0
0,N06,333.1772952779804,331.77791821709474,1.3993770608856835,0.42000973077056125
0,N07,333.1772952779804,331.8692199462953,1.3080753316851315,0.39260638411562904
0,N08,333.1772952779804,333.0318393447684,0.14545593321201977,0.04365721652511203
0,N09,333.1772952779804,332.8377973356079,0.3394979423725317,0.10189708217940775
0,N10,333.1772952779804,331.90656682344536,1.2707284545350603,0.38139707373362614
0,N11,333.1772952779804,332.2853844336105,0.8919108443699315,0.2676985668023332
0,N12,333.1772952779804,332.9908229807905,0.18647229718993685,0.055967888518440936
1,N01,327.76719882002953,327.36868928829944,0.39850953173009884,0.12158310324057549
1,N02,327.76719882002953,327.10278422983026,0.6644145901992715,0.20270929873128896
1,N03,327.76719882002953,325.25480472463425,2.5123940953952797,0.7665178530493484
1,N04,327.76719882002953,326.3544634904474,1.4127353295821194,0.43101790986651606
1,N05,327.76719882002953,327.11111065274827,0.6560881672812684,0.20016895212309313
1,N06,327.76719882002953,327.76719882002953,0.0,0.0
1,N07,327.76719882002953,327.76719882002953,0.0,0.0
1,N08,327.76719882002953,327.76719882002953,0.0,0.0
1,N09,327.76719882002953,327.5204534482233,0.24674537180624156,0.07528067869345417
1,N10,327.76719882002953,327.4226012961135,0.34459752391603615,0.10513484117892097
1,N11,327.76719882002953,327.5546665354268,0.21253228460273021,0.06484245079063798
1,N12,327.76719882002953,327.4491215022015,0.31807731782805604,0.09704366970616422
2,N01,328.828220315668,328.3383485336425,0.48987178202548876,0.14897498199978773
2,N02,328.828220315668,328.4695686422686,0.358651673399379,0.10906961484482114
2,N03,328.828220315668,328.828220315668,0.0,0.0
2,N04,328.828220315668,328.828220315668,0.0,0.0
2,N05,328.828220315668,328.828220315668,0.0,0.0
2,N06,328.828220315668,327.58061962548453,1.2476006901834467,0.37940803529142875
2,N07,328.828220315668,328.6755252179571,0.15269509771087542,0.04643612934567825
2,N08,328.828220315668,327.74432910264954,1.0838912130184326,0.3296223213378464
2,N09,328.828220315668,328.54986308771345,0.27835722795452966,0.084651258850993
2,N10,328.828220315668,327.7237013148276,1.1045190008403551,0.3358954410239002
2,N11,328.828220315668,328.42761892251775,0.40060139315022525,0.12182695048668772
2,N12,328.828220315668,328.1130292479903,0.7151910676776652,0.21749686416545916
3,N01,346.96242210905694,346.0496196901423,0.9128024189146231,0.2630839424529126
3,N02,346.96242210905694,346.1874999245979,0.7749221844590579,0.22334470106260815
3,N03,346.96242210905694,346.96242210905694,0.0,0.0
3,N04,346.96242210905694,346.96242210905694,0.0,0.0
3,N05,346.96242210905694,346.96242210905694,0.0,0.0
3,N06,346.96242210905694,340.4137216188948,6.548700490162162,1.8874379681681435
3,N07,346.96242210905694,345.9774847158419,0.9849373932150343,0.2838743709557831
3,N08,346.96242210905694,346.55690732853594,0.40551478052100265,0.11687570603641381
3,N09,346.96242210905694,346.53365063566963,0.4287714733873145,0.12357864888680752
3,N10,346.96242210905694,346.77397563642785,0.18844647262909575,0.054313222591541456
3,N11,346.96242210905694,346.69861910432076,0.26380300473618945,0.07603215447154998
3,N12,346.96242210905694,346.1120968030538,0.8503253060031284,0.24507706074747623
4,N01,331.6284842598499,331.18260620473353,0.44587805511639544,0.13445107289608585
4,N02,331.6284842598499,331.04305789036516,0.5854263694847646,0.176530785885705
4,N03,331.6284842598499,331.6284842598499,0.0,0.0
4,N04,331.6284842598499,331.6284842598499,0.0,0.0
4,N05,331.6284842598499,331.6284842598499,0.0,0.0
4,N06,331.6284842598499,330.1872899267567,1.4411943330932218,0.43458098489632857
4,N07,331.6284842598499,330.5324257628012,1.0960584970487162,0.3305079476194486
4,N08,331.6284842598499,331.3020277374296,0.3264565224203011,0.09844043497919307
4,N09,331.6284842598499,329.58872086989373,2.0397633899561924,0.6150748463325366
4,N10,331.6284842598499,331.5166174741511,0.11186678569885089,0.03373256249339452
4,N11,331.6284842598499,330.89231301883456,0.73617124101537,0.22198673393764862
4,N12,331.6284842598499,331.4974962521266,0.13098800772331742,0.0394984188453127
5,N01,338.3590622033634,337.78350422366697,0.5755579796964412,0.17010272340526658
