run,makespan,throughput,mean_flow
0,333.1772952779804,0.18008430001192036,42.01667654860868
1,327.76719882002953,0.18305675557530335,33.95059487936273
2,328.828220315668,0.18246609108671177,36.88694185602518
3,346.96242210905694,0.17292938997624605,37.44282133134781
4,331.6284842598499,0.18092535125235673,35.30674836637694
5,338.3590622033634,0.177326416527122,39.284323676420925
6,322.4250868144365,0.18608973821733502,34.58886015671702
7,324.0499237244395,0.18515665521656427,35.03886749879809
8,330.74129360984733,0.18141067099646124,44.47760319778858
9,335.7327748713009,0.17871356176947656,35.83365267178761
10,330.2381569163133,0.1816870605149507,36.855771389944906
11,327.9287294725852,0.18296658574715088,36.9882728453656
12,340.2292639395867,0.17635167329596313,36.74182047578188
13,327.30197754974637,0.18331694922582814,35.262037141323155
14,332.97489483318805,0.18019376514874635,34.95155903594797
15,329.4498798830002,0.18212178441621593,35.78958098927998
16,329.16447142376666,0.18227969665278954,34.998077488153605
17,329.45329178216144,0.18211989831831074,35.53516268055709
18,339.60455758829573,0.17667607415545433,38.77330391426704
19,334.469187810009,0.17938872155267782,35.57779123750751
20,346.91961204606764,0.17295072955412094,43.25863412530934
21,328.4742614730071,0.18266271375704302,35.59976494914177
22,336.86695834604933,0.17811185844580374,40.16303518518078
23,321.9513901229179,0.1863635376045203,39.45475979624648
24,356.8613851346682,0.16813250886575443,46.29756850552856
25,336.2726149744304,0.17842666136986,35.95515447437564
26,329.70899805642017,0.18197865497663104,42.90232951558172
27,342.29562587679004,0.1752870777892941,36.41978517025003
28,335.51763409696184,0.1788281565631823,42.756131479556
29,322.8897193344145,0.18582195841874558,35.716326846681035
30,330.21572389537795,0.18169940332402149,36.68480118149766
31,347.34356324619654,0.17273963403626427,47.2603270016251
32,331.1846529898209,0.1811678151699986,37.01646251668938
33,325.53040797072146,0.18431457870257228,43.29643161318467
34,331.23587769545236,0.18113979807213304,39.599132448743084
35,332.9516922787322,0.18020632239277132,35.34434360489319
36,337.90301782679995,0.17756574175006154,37.69641347756332
37,341.65928324082114,0.17561355111111834,46.4473965891327
38,330.5393657592317,0.18152149551743443,37.110586151997154
39,331.38879960334805,0.18105620972047426,35.92967915089208
40,343.22026977536956,0.1748148500648541,39.521128153454406
41,340.8851701875649,0.17601235033775822,36.9112775767596
42,328.59974706719134,0.1825929585628419,42.938924463407595
43,340.82443764403797,0.17604371451399525,39.15550175323995
44,341.08649893588176,0.17590845778765035,43.70310969846755
45,335.8187819157169,0.1786677911751186,35.62152507856818
46,328.53324176814743,0.18262992103046674,33.1119380407003
47,346.7234800054377,0.17304856307700597,46.78728429342659
48,326.8051960065594,0.18359561210524852,33.9062566641959
49,322.32535200143195,0.1861473186252301,39.98133026971416
